Proximity : [
	( 1 1 16 ) 10
	( 1 1 32 ) 9
	( 1 1 41 ) 5
	( 1 1 42 ) 4
	( 1 1 55 ) 8
	( 1 2 11 ) 8
	( 1 2 14 ) 8
	( 1 2 17 ) 8
	( 1 2 18 ) 10
	( 1 2 21 ) 5
	( 1 2 25 ) 8
	( 1 2 31 ) 8
	( 1 2 37 ) 5
	( 1 2 38 ) 5
	( 1 2 40 ) 5
	( 1 2 44 ) 5
	( 1 2 49 ) 8
	( 1 3 11 ) 8
	( 1 3 21 ) 8
	( 1 3 22 ) 8
	( 1 3 25 ) 8
	( 1 3 34 ) 8
	( 1 3 38 ) 8
	( 1 3 40 ) 8
	( 1 3 44 ) 8
	( 1 4 15 ) 2
	( 1 5 19 ) 10
	( 1 5 54 ) 6
	( 1 6 10 ) 6
	( 1 6 17 ) 6
	( 1 6 36 ) 6
	( 1 6 45 ) 6
	( 1 6 47 ) 6
	( 1 6 50 ) 6
	( 1 6 51 ) 6
	( 1 6 52 ) 6
	( 1 6 53 ) 6
	( 1 6 54 ) 6
	( 1 7 18 ) 5
	( 1 7 37 ) 4
	( 1 7 38 ) 4
	( 1 8 26 ) 4
	( 1 8 27 ) 4
	( 1 8 29 ) 4
	( 1 9 21 ) 7
	( 1 9 40 ) 7
	( 1 10 17 ) 5
	( 1 10 35 ) 4
	( 1 10 36 ) 5
	( 1 10 45 ) 5
	( 1 10 47 ) 5
	( 1 10 50 ) 5
	( 1 10 51 ) 5
	( 1 10 52 ) 7
	( 1 10 53 ) 5
	( 1 10 54 ) 5
	( 1 11 17 ) 8
	( 1 11 18 ) 8
	( 1 11 21 ) 8
	( 1 11 22 ) 8
	( 1 11 25 ) 10
	( 1 11 31 ) 9
	( 1 11 34 ) 8
	( 1 11 38 ) 6
	( 1 11 44 ) 8
	( 1 11 56 ) 8
	( 1 12 37 ) 9
	( 1 12 46 ) 9
	( 1 13 20 ) 4
	( 1 13 30 ) 4
	( 1 13 43 ) 4
	( 1 14 18 ) 8
	( 1 16 32 ) 9
	( 1 16 41 ) 5
	( 1 16 42 ) 4
	( 1 16 55 ) 8
	( 1 17 18 ) 8
	( 1 17 25 ) 8
	( 1 17 35 ) 4
	( 1 17 36 ) 5
	( 1 17 45 ) 5
	( 1 17 47 ) 5
	( 1 17 50 ) 5
	( 1 17 51 ) 5
	( 1 17 52 ) 7
	( 1 17 53 ) 5
	( 1 17 54 ) 5
	( 1 18 21 ) 5
	( 1 18 25 ) 8
	( 1 18 31 ) 10
	( 1 18 37 ) 5
	( 1 18 38 ) 5
	( 1 18 40 ) 5
	( 1 18 44 ) 5
	( 1 18 49 ) 8
	( 1 19 54 ) 6
	( 1 20 30 ) 4
	( 1 20 43 ) 4
	( 1 21 22 ) 8
	( 1 21 25 ) 8
	( 1 21 34 ) 8
	( 1 21 38 ) 8
	( 1 21 40 ) 10
	( 1 21 44 ) 8
	( 1 22 25 ) 8
	( 1 22 34 ) 8
	( 1 22 38 ) 8
	( 1 22 40 ) 8
	( 1 22 44 ) 8
	( 1 24 48 ) 4
	( 1 24 57 ) 10
	( 1 25 31 ) 9
	( 1 25 34 ) 8
	( 1 25 38 ) 6
	( 1 25 44 ) 8
	( 1 25 56 ) 8
	( 1 26 27 ) 4
	( 1 26 29 ) 9
	( 1 27 28 ) 6
	( 1 27 29 ) 4
	( 1 28 48 ) 4
	( 1 30 43 ) 4
	( 1 31 35 ) 7
	( 1 32 41 ) 7
	( 1 32 46 ) 7
	( 1 32 55 ) 9
	( 1 33 48 ) 5
	( 1 34 38 ) 9
	( 1 34 40 ) 8
	( 1 34 44 ) 8
	( 1 35 51 ) 4
	( 1 35 52 ) 4
	( 1 36 37 ) 7
	( 1 36 45 ) 5
	( 1 36 47 ) 5
	( 1 36 50 ) 5
	( 1 36 51 ) 5
	( 1 36 52 ) 7
	( 1 36 53 ) 5
	( 1 36 54 ) 5
	( 1 37 41 ) 6
	( 1 37 42 ) 4
	( 1 38 40 ) 8
	( 1 38 44 ) 8
	( 1 39 46 ) 8
	( 1 39 54 ) 4
	( 1 40 44 ) 8
	( 1 41 55 ) 5
	( 1 45 47 ) 5
	( 1 45 50 ) 5
	( 1 45 51 ) 5
	( 1 45 52 ) 7
	( 1 45 53 ) 5
	( 1 45 54 ) 5
	( 1 47 50 ) 5
	( 1 47 51 ) 5
	( 1 47 52 ) 5
	( 1 47 53 ) 5
	( 1 47 54 ) 5
	( 1 48 52 ) 6
	( 1 48 57 ) 4
	( 1 50 51 ) 5
	( 1 50 52 ) 7
	( 1 50 53 ) 5
	( 1 50 54 ) 5
	( 1 51 52 ) 7
	( 1 51 53 ) 5
	( 1 51 54 ) 5
	( 1 52 53 ) 7
	( 1 52 54 ) 7
	( 1 53 54 ) 5
]
