!Areas:
Windows: [
	!( Nodes )
	!Floor 1
	( 1 )  1
	( 2 )  1
	( 7 )  1
	( 8 )  1
	( 13 ) 1
	( 14 ) 1
	( 19 ) 1
	( 20 ) 1
	!Floor 2
	( 27 ) 1
	( 28 ) 1
	( 33 ) 1
	( 34 ) 1
	( 39 ) 1
	( 40 ) 1
	( 45 ) 1
	( 46 ) 1
	!Floor 3
	!( 52 ) 1
	!( 53 ) 1
	!( 58 ) 1
	!( 59 ) 1
	!( 60 ) 1
	!( 65 ) 1
	!( 66 ) 1
	!Floor 4
	!( 71 ) 1
	!( 72 ) 1
	!( 73 ) 1
	!( 74 ) 1
	!( 79 ) 1
	!( 80 ) 1
	!Floor 5
	!( 85 ) 1
	!( 86 ) 1
	!( 87 ) 1
	!( 88 ) 1
]

Oceanview: [
	!( Nodes )
	!Floor 1
	( 2 )  1
	( 8 )  1
	( 13 ) 1
	( 14 ) 1
	( 19 ) 1
	( 20 ) 1
	!Floor 2
	( 28 ) 1
	( 34 ) 1
	( 39 ) 1
	( 40 ) 1
	( 45 ) 1
	( 46 ) 1
	!Floor 3
	!( 53 ) 1
	!( 59 ) 1
	!( 60 ) 1
	!( 65 ) 1
	!( 66 ) 1
	!Floor 4
	!( 73 ) 1
	!( 74 ) 1
	!( 79 ) 1
	!( 80 ) 1
	!Floor 5
	!( 87 ) 1
	!( 88 ) 1
]

AreasFloors : [
	!(Floors, Nodes)
	!Floor 1
	( 1 1 )  1
	( 1 2 )  1
	( 1 3 )  1
	( 1 4 )  1
	( 1 5 )  1
	( 1 6 )  1		
	( 1 7 )  1
	( 1 8 )  1
	( 1 9 )  1
	( 1 10 ) 1
	( 1 11 ) 1
	( 1 12 ) 1
	( 1 13 ) 1
	( 1 14 ) 1
	( 1 15 ) 1
	( 1 16 ) 1
	( 1 17 ) 1
	( 1 18 ) 1
	( 1 19 ) 1
	( 1 20 ) 1
	( 1 21 ) 1
	( 1 22 ) 1
	( 1 23 ) 1
	( 1 24 ) 1
	( 1 25 ) 1
	( 1 26 ) 1
	!Floor 2
	( 2 27 ) 1
	( 2 28 ) 1
	( 2 29 ) 1
	( 2 30 ) 1
	( 2 31 ) 1
	( 2 32 ) 1
	( 2 33 ) 1
	( 2 34 ) 1
	( 2 35 ) 1
	( 2 36 ) 1
	( 2 37 ) 1
	( 2 38 ) 1
	( 2 39 ) 1
	( 2 40 ) 1
	( 2 41 ) 1
	( 2 42 ) 1
	( 2 43 ) 1
	( 2 44 ) 1
	( 2 45 ) 1
	( 2 46 ) 1
	( 2 47 ) 1
	( 2 48 ) 1
	( 2 49 ) 1
	( 2 50 ) 1
	( 2 51 ) 1
	!Floor 3
	( 3 52 ) 1
	!Floor 4
	( 4 53 ) 1
	!Floor 5
	( 5 54 ) 1
	]

!Functions:
FunctionsWindows: [
	!( Functions )
	( 44 ) 1 !Day area
	( 45 ) 1 !Day area
	!( 48 ) 1 !Bed ward medicine
	!( 49 ) 1 !Bed ward 
	!( 50 ) 1 !Bed ward orthopedics/surgery
	!( 51 ) 1 !Patient hotel
	!( 52 ) 1 !Children bed ward
]

FunctionsOceanview: [
	!( Functions )
	
]


LockedFunctionsCentre: [
	!( Functions ) Nodes
	!Ambulance central locked to ambulance building
	( 16 ) 25
	( 17 ) 51
	
	!Lock all centres from previous step (floor 1)
	( 1 ) 20
	( 2 ) 23
	( 3 ) 11
	( 6 ) 9
	( 7 ) 7
	( 8 ) 18
	( 10 ) 13
	( 12 ) 6
	( 13 ) 12
	( 14 ) 7
	( 15 ) 2
	( 16 ) 25
	( 18 ) 5
	( 28 ) 26
	( 29 ) 15
	( 30 ) 24
	( 31 ) 17
	!---------------------------------------------------
	!Lock all functions in floor 3 to floor 3 (node 52)
	( 9 ) 52
	( 23 ) 52
	( 25 ) 52
	( 27 ) 52
	( 40 ) 52
	( 43 ) 52
	( 46 ) 52
	( 47 ) 52
	( 51 ) 52
	( 52 ) 52
	( 53 ) 52
	( 54 ) 52
	( 56 ) 52
	( 57 ) 52
!Lock all functions in floor 4 to floor 4 (node 53)
	( 19 ) 53
	( 20 ) 53
	( 21 ) 53
	( 22 ) 53
	( 26 ) 53
	( 48 ) 53
	( 50 ) 53
!Lock all functions in floor 5 to floor 5 (node 54)
	( 49 ) 54
]


LockedFunctions: [
	!( Functions Nodes )
	( 1 8  ) 1 !The emergency department locked to the emercency entrance
	!Reception and pasient information locked to the public entrance
	( 6 26 ) 1
	( 6 9  ) 1
	!---------------------------------------------------
		!---------------------------------------------------
	!Lock all functions from previous step (floor 1)
	( 1 8 ) 1
	( 1 19 ) 1
	( 1 20 ) 1
	( 2 21 ) 1
	( 2 22 ) 1
	( 2 23 ) 1
	( 3 10 ) 1
	( 3 11 ) 1
	( 6 9 ) 1
	( 7 7 ) 1
	( 8 15 ) 1
	( 8 16 ) 1
	( 8 18 ) 1
	( 10 13 ) 1
	( 10 14 ) 1
	( 12 1 ) 1
	( 12 4 ) 1
	( 12 6 ) 1
	( 13 9 ) 1
	( 13 10 ) 1
	( 13 12 ) 1
	( 14 7 ) 1
	( 15 2 ) 1
	( 15 14 ) 1
	( 16 25 ) 1
	( 18 3 ) 1
	( 18 4 ) 1
	( 18 5 ) 1
	( 28 3 ) 1
	( 28 21 ) 1
	( 28 26 ) 1
	( 29 15 ) 1
	( 30 19 ) 1
	( 30 22 ) 1
	( 30 24 ) 1
	( 31 16 ) 1
	( 31 17 ) 1
]

LockedMinimumFraction: [
	!( Functions Nodes ) Fraction
]

LockFloor : [
	( 1 1 ) 1
	( 1 2 ) 1
	( 1 3 ) 1
	( 1 6 ) 1
	( 1 7 ) 1
	( 1 8 ) 1
	( 1 10 ) 1
	( 1 12 ) 1
	( 1 13 ) 1
	( 1 14 ) 1
	( 1 15 ) 1
	( 1 16 ) 1
	( 1 18 ) 1
	( 1 28 ) 1
	( 1 29 ) 1
	( 1 30 ) 1
	( 1 31 ) 1
	
	( 2 4 ) 1
	( 2 5 ) 1
	( 2 11 ) 1
	( 2 17 ) 1
	( 2 24 ) 1
	( 2 32 ) 1
	( 2 33 ) 1
	( 2 34 ) 1
	( 2 35 ) 1
	( 2 36 ) 1
	( 2 37 ) 1
	( 2 38 ) 1
	( 2 39 ) 1
	( 2 41 ) 1
	( 2 42 ) 1
	( 2 44 ) 1
	( 2 45 ) 1
	( 2 55 ) 1
	
	( 3 9 ) 1
	( 3 23 ) 1
	( 3 25 ) 1
	( 3 27 ) 1
	( 3 40 ) 1
	( 3 43 ) 1
	( 3 46 ) 1
	( 3 47 ) 1
	( 3 51 ) 1
	( 3 52 ) 1
	( 3 53 ) 1
	( 3 54 ) 1
	( 3 56 ) 1
	( 3 57 ) 1
	
	( 4 19 ) 1
	( 4 20 ) 1
	( 4 21 ) 1
	( 4 22 ) 1
	( 4 26 ) 1
	( 4 48 ) 1
	( 4 50 ) 1
	
	( 5 49 ) 1	
]

LockNotFloor : []
LockSameFloor : []
