 Run time: 53.136

Objective value: 148

Centres locked to locations (Function) Node:
( 1 ) 11
( 2 ) 12
( 3 ) 18
( 4 ) 15
( 5 ) 14
( 6 ) 26
( 7 ) 26
( 8 ) 20
( 9 ) 26
( 10 ) 22
( 11 ) 38
( 12 ) 5
( 13 ) 24
( 14 ) 16
( 15 ) 4
( 16 ) 25
( 17 ) 51
( 18 ) 28
( 19 ) 92
( 20 ) 92
( 21 ) 92
( 22 ) 93
( 23 ) 69
( 24 ) 50
( 25 ) 32
( 26 ) 92
( 27 ) 60
( 28 ) 41
( 29 ) 31
( 30 ) 44
( 31 ) 21
( 32 ) 40
( 33 ) 43
( 34 ) 64
( 35 ) 49
( 36 ) 46
( 37 ) 35
( 38 ) 47
( 39 ) 61
( 40 ) 63
( 41 ) 37
( 42 ) 56
( 43 ) 35
( 44 ) 13
( 45 ) 1
( 46 ) 57
( 47 ) 55
( 48 ) 92
( 49 ) 93
( 50 ) 92
( 51 ) 58
( 52 ) 59
( 53 ) 67
( 54 ) 66
( 55 ) 34
( 56 ) 68
( 57 ) 61

Functions placed in locations (Functions, Nodes) 1:
( 1 8 ) 1
( 1 9 ) 1
( 1 10 ) 1
( 1 11 ) 1
( 2 7 ) 1
( 2 12 ) 1
( 3 13 ) 1
( 3 18 ) 1
( 4 3 ) 1
( 4 15 ) 1
( 4 17 ) 1
( 5 2 ) 1
( 5 14 ) 1
( 5 17 ) 1
( 6 26 ) 1
( 7 26 ) 1
( 8 8 ) 1
( 8 20 ) 1
( 8 23 ) 1
( 9 26 ) 1
( 10 19 ) 1
( 10 22 ) 1
( 10 23 ) 1
( 11 33 ) 1
( 11 36 ) 1
( 11 38 ) 1
( 12 3 ) 1
( 12 5 ) 1
( 12 6 ) 1
( 13 19 ) 1
( 13 21 ) 1
( 13 24 ) 1
( 14 16 ) 1
( 15 4 ) 1
( 15 6 ) 1
( 16 25 ) 1
( 17 51 ) 1
( 18 27 ) 1
( 18 28 ) 1
( 19 92 ) 1
( 20 92 ) 1
( 21 92 ) 1
( 22 93 ) 1
( 23 66 ) 1
( 23 69 ) 1
( 24 45 ) 1
( 24 50 ) 1
( 25 27 ) 1
( 25 32 ) 1
( 26 92 ) 1
( 27 60 ) 1
