DistanceNodes:
[
0	11	9	7	13	5	11	20	12	16	16	8	24	17	17	21	13	21	27	20	20	24	16	24	22	16	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	30	23	22	27	19	27	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	24	27
11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	30	10	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	23	16	15	20	12	20	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	17	23
9	10	0	14	6	6	12	17	9	17	13	9	17	10	8	14	6	14	20	17	14	21	13	17	23	7	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	16	22
7	6	14	0	10	10	16	24	17	21	20	13	21	14	14	18	10	18	24	24	21	28	20	21	27	14	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	27	20	19	24	16	24	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	21	27
13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	26	6	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	19	12	11	16	8	16	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	13	19
5	14	6	10	10	0	8	17	9	13	13	5	21	14	14	18	10	18	24	17	17	21	13	21	19	13	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	27	20	19	24	16	24	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	21	24
11	20	12	16	16	8	0	11	9	7	13	5	27	20	20	24	16	24	24	17	17	21	13	21	13	16	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	33	26	25	30	22	30	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	27	24
20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	12	10	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	26	24	21	28	20	23	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	23	17
12	17	9	17	13	9	9	10	0	14	6	6	20	17	14	21	13	17	17	10	8	14	6	14	20	7	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	21	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	22	16
16	24	17	21	20	13	7	6	14	0	10	10	24	24	21	28	20	21	21	14	14	18	10	18	8	14	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	30	28	25	32	24	27	19	30	28	25	32	24	27	27	20	19	24	16	24	26	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	27	21
16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	6	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	22	20	17	24	16	19	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	19	13
8	17	9	13	13	5	5	14	6	10	10	0	24	17	17	21	13	21	21	14	14	18	10	18	16	13	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	30	23	22	27	19	27	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	24	21
24	17	17	21	13	21	27	20	20	24	16	24	0	11	9	7	13	5	11	20	12	16	16	8	30	16	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	30	23	22	27	19	27	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	31	24	23	28	20	28	34	27	26	31	23	31	24	27	24	27
17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	30	10	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	23	16	15	20	12	20	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	24	17	16	21	13	21	27	25	22	29	21	24	17	23	17	23
17	10	8	14	6	14	20	17	14	21	13	17	9	10	0	14	6	6	12	17	9	17	13	9	27	7	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	23	16	15	20	12	20	26	22	21	26	18	23	16	22	16	22
21	14	14	18	10	18	24	24	21	28	20	21	7	6	14	0	10	10	16	24	17	21	20	13	34	14	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	27	20	19	24	16	24	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	28	21	20	25	17	25	31	29	26	33	25	28	21	27	21	27
13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	16	13	20	12	13	26	6	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	19	12	11	16	8	16	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	20	13	12	17	9	17	23	21	18	25	17	20	13	19	13	19
21	14	14	18	10	18	24	17	17	21	13	21	5	14	6	10	10	0	8	17	9	13	13	5	27	13	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	27	20	19	24	16	24	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	28	21	20	25	17	25	31	24	23	28	20	28	21	24	21	24
27	20	20	24	16	24	24	17	17	21	13	21	11	20	12	16	16	8	0	11	9	7	13	5	27	16	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	33	26	25	30	22	30	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	34	27	26	31	23	31	31	24	23	28	20	28	27	24	27	24
20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	11	0	10	6	6	14	20	10	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	26	24	21	28	20	23	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	27	25	22	29	21	24	24	17	16	21	13	21	23	17	23	17
20	17	14	21	13	17	17	10	8	14	6	14	12	17	9	17	13	9	9	10	0	14	6	6	20	7	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	25	21	20	25	17	22	14	25	21	20	25	17	22	22	15	14	19	11	19	21	15	26	22	21	26	18	23	23	16	15	20	12	20	22	16	22	16
24	24	21	28	20	21	21	14	14	18	10	18	16	24	17	21	20	13	7	6	14	0	10	10	24	14	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	30	28	25	32	24	27	19	30	28	25	32	24	27	27	20	19	24	16	24	26	20	31	29	26	33	25	28	28	21	20	25	17	25	27	21	27	21
16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	13	6	6	10	0	10	16	6	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	22	20	17	24	16	19	11	22	20	17	24	16	19	19	12	11	16	8	16	18	12	23	21	18	25	17	20	20	13	12	17	9	17	19	13	19	13
24	17	17	21	13	21	21	14	14	18	10	18	8	17	9	13	13	5	5	14	6	10	10	0	24	13	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	30	23	22	27	19	27	19	30	23	22	27	19	27	27	20	19	24	16	24	23	20	31	24	23	28	20	28	28	21	20	25	17	25	24	21	24	21
22	30	23	27	26	19	13	12	20	8	16	16	30	30	27	34	26	27	27	20	20	24	16	24	0	20	35	33	30	37	29	32	32	25	24	29	21	29	35	33	30	37	29	32	32	25	24	29	21	29	35	36	34	31	38	30	33	25	36	34	31	38	30	33	33	26	25	30	22	30	32	26	37	35	32	39	31	34	34	27	26	31	23	31	33	27	33	27
16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	16	10	7	14	6	13	20	0	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	20	13	12	17	9	17	23	21	14	13	18	10	18	13	21	14	13	18	10	18	21	14	13	18	10	18	14	14	22	15	14	19	11	19	22	15	14	19	11	19	15	15	15	15
29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	35	20	0	11	9	7	13	5	11	20	12	16	16	8	24	17	17	21	13	21	27	20	20	24	16	24	22	29	22	21	26	18	26	24	29	22	21	26	18	26	32	25	24	29	21	29	22	25	30	23	22	27	19	27	33	26	25	30	22	30	23	26	23	26
22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	33	13	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	20	20	17	24	16	17	30	22	15	14	19	11	19	20	22	15	14	19	11	19	25	23	20	27	19	22	15	21	23	16	15	20	12	20	26	24	21	28	20	23	16	22	16	22
21	14	13	18	10	18	24	20	19	24	16	21	21	14	13	18	10	18	24	20	19	24	16	21	30	12	9	10	0	14	6	6	12	17	9	17	13	9	17	10	8	14	6	14	20	17	14	21	13	17	23	21	14	13	18	10	18	19	21	14	13	18	10	18	24	20	19	24	16	21	14	20	22	15	14	19	11	19	25	21	20	25	17	22	15	21	15	21
26	19	18	23	15	23	29	27	24	31	23	26	26	19	18	23	15	23	29	27	24	31	23	26	37	17	7	6	14	0	10	10	16	24	17	21	20	13	21	14	14	18	10	18	24	24	21	28	20	21	27	26	19	18	23	15	23	24	26	19	18	23	15	23	29	27	24	31	23	26	19	25	27	20	19	24	16	24	30	28	25	32	24	27	20	26	20	26
18	11	10	15	7	15	21	19	16	23	15	18	18	11	10	15	7	15	21	19	16	23	15	18	29	9	13	6	6	10	0	10	16	16	13	20	12	13	13	6	6	10	2	10	16	16	13	20	12	13	26	18	11	10	15	7	15	16	18	11	10	15	7	15	21	19	16	23	15	18	11	17	19	12	11	16	8	16	22	20	17	24	16	19	12	18	12	18
26	19	18	23	15	23	29	22	21	26	18	26	26	19	18	23	15	23	29	22	21	26	18	26	32	17	5	14	6	10	10	0	8	17	9	13	13	5	21	14	14	18	10	18	24	17	17	21	13	21	19	26	19	18	23	15	23	21	26	19	18	23	15	23	29	22	21	26	18	26	19	22	27	20	19	24	16	24	30	23	22	27	19	27	20	23	20	23
32	25	24	29	21	29	29	22	21	26	18	26	32	25	24	29	21	29	29	22	21	26	18	26	32	20	11	20	12	16	16	8	0	11	9	7	13	5	27	20	20	24	16	24	24	17	17	21	13	21	13	32	25	24	29	21	29	21	32	25	24	29	21	29	29	22	21	26	18	26	25	22	33	26	25	30	22	30	30	23	22	27	19	27	26	23	26	23
25	23	20	27	19	22	22	15	14	19	11	19	25	23	20	27	19	22	22	15	14	19	11	19	25	13	20	20	17	24	16	17	11	0	10	6	6	14	20	20	17	24	16	17	17	10	10	14	6	14	12	25	23	20	27	19	22	14	25	23	20	27	19	22	22	15	14	19	11	19	21	15	26	24	21	28	20	23	23	16	15	20	12	20	22	16	22	16
